-3.2,-2.6,37
-3.2,-1.97,34
-3.2,-1.34,36
-3.2,-0.71,41
-3.2,-0.08,36
-3.2,0.55,40
-3.2,1.18,42
-3.2,1.81,40.125
-3.2,2.44,40
-3.2,3.07,42
-3.2,3.7,38
-3.17,-2.69,36
-3.17,-2.06,40
-3.17,-1.43,41
-3.17,-0.8,40
-3.17,-0.17,36
-3.17,0.46,40
-3.17,1.09,42
-3.17,1.72,40.125
-3.17,2.35,42
-3.17,2.98,44
-3.17,3.61,38
-3.14,-2.78,35
-3.14,-2.15,42
-3.14,-1.52,41
-3.14,-0.89,39
-3.14,-0.26,40
-3.14,0.37,39
-3.14,1,44
-3.14,1.63,40.125
-3.14,2.26,42
-3.14,2.89,44
-3.14,3.52,38
-3.11,-2.87,38
-3.11,-2.24,42
-3.11,-1.61,36
-3.11,-0.98,36
-3.11,-0.35,40
-3.11,0.28,39
-3.11,0.91,44
-3.11,1.54,40.125
-3.11,2.17,41
-3.11,2.8,44
-3.11,3.43,38
-3.08,-2.96,38
-3.08,-2.33,42
-3.08,-1.7,36
-3.08,-1.07,36
-3.08,-0.44,41
-3.08,0.19,40
-3.08,0.82,44
-3.08,1.45,46
-3.08,2.08,41
-3.08,2.71,44
-3.08,3.34,38
-3.05,-3.05,36
-3.05,-2.42,41
-3.05,-1.79,39
-3.05,-1.16,36
-3.05,-0.53,41
-3.05,0.1,40
-3.05,0.73,38
-3.05,1.36,41
-3.05,1.99,41
-3.05,2.62,40
-3.05,3.25,41
-3.02,-3.14,36
-3.02,-2.51,41
-3.02,-1.88,39
-3.02,-1.25,40
-3.02,-0.62,40
-3.02,0.01,36
-3.02,0.64,38
-3.02,1.27,41
-3.02,1.9,40
-3.02,2.53,41
-3.02,3.16,42
-3.02,3.79,38
-2.99,-2.6,39
-2.99,-1.97,41
-2.99,-1.34,40
-2.99,-0.71,40
-2.99,-0.08,36
-2.99,0.55,38
-2.99,1.18,42
-2.99,1.81,42
-2.99,2.44,40
-2.99,3.07,41
-2.99,3.7,38
-2.96,-2.69,39
-2.96,-2.06,41
-2.96,-1.43,39
-2.96,-0.8,40
-2.96,-0.17,36
-2.96,0.46,39
-2.96,1.09,42
-2.96,1.72,42
-2.96,2.35,42
-2.96,2.98,40
-2.96,3.61,38
-2.93,-2.78,38
-2.93,-2.15,40
-2.93,-1.52,35
