-3.2,-3.2,8.146500000000001e-15
-3.2,-3.0,2.9009e-14
-3.2,-2.8,9.8258e-14
-3.2,-2.59,3.1658999999999997e-13
-3.2,-2.39,9.7029e-13
-3.2,-2.19,2.8288e-12
-3.2,-1.99,7.8447e-12
-3.2,-1.79,2.0694e-11
-3.2,-1.58,5.1927e-11
-3.2,-1.38,1.2394000000000001e-10
-3.2,-1.18,2.8142e-10
-3.2,-0.98,6.0779e-10
-3.2,-0.78,1.2487e-09
-3.2,-0.57,2.4402000000000003e-09
-3.2,-0.37,4.536199999999999e-09
-3.2,-0.17,8.0212e-09
-3.2,0.03,1.3492e-08
-3.2,0.23,2.1587e-08
-3.2,0.44,3.2854000000000004e-08
-3.2,0.64,4.7563999999999995e-08
-3.2,0.84,6.5502e-08
-3.2,1.04,8.580499999999999e-08
-3.2,1.24,1.0692e-07
-3.2,1.45,1.2673e-07
-3.2,1.65,1.4288999999999998e-07
-3.2,1.85,1.5325e-07
-3.2,2.05,1.5635000000000002e-07
-3.2,2.25,1.5173e-07
-3.2,2.46,1.4006e-07
-3.2,2.66,1.2299e-07
-3.2,2.86,1.0273e-07
-3.2,3.06,8.1621e-08
-3.2,3.26,6.1688e-08
-3.2,3.47,4.4349e-08
-3.2,3.67,3.0328e-08
-3.2,3.87,1.9729e-08
-3.2,4.07,1.2208000000000001e-08
-3.2,4.27,7.1856e-09
-3.2,4.48,4.0232e-09
-3.2,4.68,2.1427e-09
-3.2,4.88,1.0855e-09
-3.2,5.08,5.2313e-10
-3.2,5.28,2.3980999999999997e-10
-3.2,5.49,1.0457000000000001e-10
-3.2,5.69,4.3373e-11
-3.2,5.89,1.7113e-11
-3.2,6.09,6.422699999999999e-12
-3.2,6.29,2.2929e-12
-3.2,6.5,7.786700000000001e-13
-3.2,6.7,2.5154e-13
-3.2,6.9,7.7292e-14
-3.2,7.1,2.2592e-14
-3.2,7.31,6.2814e-15
-3.2,7.51,1.6613e-15
-3.2,7.71,4.1794e-16
-3.2,7.91,1.0002e-16
-3.2,8.11,2.2768e-17
-3.2,8.32,4.93e-18
-3.2,8.52,1.0155e-18
-3.2,8.72,1.9896e-19
-3.2,8.92,3.7081000000000005e-20
-3.2,9.12,6.5739e-21
-3.2,9.33,1.1086e-21
-3.2,9.53,1.7784e-22
-3.2,9.73,2.7136e-23
-3.2,9.93,3.9387e-24
-3.2,10.13,5.438200000000001e-25
-3.2,10.34,7.1423e-26
-3.2,10.54,8.922799999999999e-27
-3.2,10.74,1.0604e-27
-3.2,10.94,1.1987e-28
-3.2,11.14,1.2889e-29
-3.2,11.35,1.3183e-30
-3.2,11.55,1.2827e-31
-3.2,11.75,1.1872e-32
-3.2,11.95,1.0455e-33
-3.2,12.15,8.763599999999999e-35
-3.2,12.36,7.002499999999999e-36
-3.2,12.56,5.35e-37
-3.2,12.76,3.9280000000000004e-38
-3.2,12.96,2.787e-39
-3.2,13.16,1.9143e-40
-3.2,13.37,1.2643e-41
