-3.5,-3.5,1
-3.4,-3.5,1
-3.3,-3.5,1
-3.2,-3.5,1
-3.1,-3.5,1.00000000000001
-3,-3.5,1.00000000000007
-2.9,-3.5,1.00000000000046
-2.8,-3.5,1.00000000000311
-2.7,-3.5,1.00000000001944
-2.6,-3.5,1.00000000011374
-2.5,-3.5,1.00000000062262
-2.4,-3.5,1.00000000318839
-2.3,-3.5,1.00000001527446
-2.2,-3.5,1.0000000684554
-2.1,-3.5,1.00000028700964
-2,-3.5,1.0000011257249
-1.9,-3.5,1.00000413061862
-1.8,-3.5,1.00001417897899
-1.7,-3.5,1.00004553253757
-1.6,-3.5,1.00013678730234
-1.5,-3.5,1.00038442953766
-1.4,-3.5,1.00101072905063
-1.3,-3.5,1.00248599231748
-1.2,-3.5,1.00572020838746
-1.1,-3.5,1.01231320055525
-1,-3.5,1.02479574095577
-0.9,-3.5,1.04671219362726
-0.8,-3.5,1.08232475915904
-0.7,-3.5,1.13573058153077
-0.6,-3.5,1.20934952763081
-0.5,-3.5,1.30207396444482
-0.4,-3.5,1.40775720144524
-0.3,-3.5,1.51491674947997
-0.2,-3.5,1.60830226375709
-0.0999999999999996,-3.5,1.67227797130392
0,-3.5,1.69506490945394
0.1,-3.5,1.67227797130392
0.2,-3.5,1.60830226375709
0.3,-3.5,1.51491674947997
0.4,-3.5,1.40775720144524
0.5,-3.5,1.30207396444482
0.600000000000001,-3.5,1.20934952763081
0.7,-3.5,1.13573058153077
0.8,-3.5,1.08232475915904
0.9,-3.5,1.04671219362726
1,-3.5,1.02479574095577
1.1,-3.5,1.01231320055525
1.2,-3.5,1.00572020838746
1.3,-3.5,1.00248599231748
1.4,-3.5,1.00101072905063
1.5,-3.5,1.00038442953766
1.6,-3.5,1.00013678730234
1.7,-3.5,1.00004553253757
1.8,-3.5,1.00001417897899
1.9,-3.5,1.00000413061862
2,-3.5,1.0000011257249
2.1,-3.5,1.00000028700964
2.2,-3.5,1.0000000684554
2.3,-3.5,1.00000001527446
2.4,-3.5,1.00000000318839
2.5,-3.5,1.00000000062262
2.6,-3.5,1.00000000011374
2.7,-3.5,1.00000000001944
2.8,-3.5,1.00000000000311
2.9,-3.5,1.00000000000046
3,-3.5,1.00000000000007
3.1,-3.5,1.00000000000001
3.2,-3.5,1
3.3,-3.5,1
3.4,-3.5,1
3.5,-3.5,1
3.6,-3.5,1
3.7,-3.5,1
3.8,-3.5,1
3.9,-3.5,1
4,-3.5,1
4.1,-3.5,1
4.2,-3.5,1
4.3,-3.5,1
4.4,-3.5,1
4.5,-3.5,1
4.6,-3.5,1
4.7,-3.5,1
4.8,-3.5,1
4.9,-3.5,1
5,-3.5,1
5.1,-3.5,1
5.2,-3.5,1
5.3,-3.5,1
5.4,-3.5,1.00000000000001
5.5,-3.5,1.00000000000002
5.6,-3.5,1.00000000000005
5.7,-3.5,1.00000000000012
5.8,-3.5,1.00000000000029
5.9,-3.5,1.00000000000066
6,-3.5,1.00000000000144
6.1,-3.5,1.00000000000297
6.2,-3.5,1.00000000000583
6.3,-3.5,1.00000000001089
6.4,-3.5,1.00000000001935
6.5,-3.5,1.00000000003272
6.6,-3.5,1.00000000005261
6.7,-3.5,1.00000000008047
6.8,-3.5,1.00000000011709
6.9,-3.5,1.00000000016205
7,-3.5,1.00000000021335
7.1,-3.5,1.00000000026718
7.2,-3.5,1.00000000031828
7.3,-3.5,1.00000000036066
7.4,-3.5,1.00000000038874
7.5,-3.5,1.00000000039859
7.6,-3.5,1.00000000038874
7.7,-3.5,1.00000000036066
7.8,-3.5,1.00000000031828
7.9,-3.5,1.00000000026718
8,-3.5,1.00000000021335
8.1,-3.5,1.00000000016205
8.2,-3.5,1.00000000011709
8.3,-3.5,1.00000000008047
8.4,-3.5,1.00000000005261
8.5,-3.5,1.00000000003272
8.6,-3.5,1.00000000001935
8.7,-3.5,1.00000000001089
8.8,-3.5,1.00000000000583
8.9,-3.5,1.00000000000297
9,-3.5,1.00000000000144
9.1,-3.5,1.00000000000066
9.2,-3.5,1.00000000000029
9.3,-3.5,1.00000000000012
9.4,-3.5,1.00000000000005
9.5,-3.5,1.00000000000002
9.6,-3.5,1.00000000000001
9.7,-3.5,1
9.8,-3.5,1
9.9,-3.5,1
10,-3.5,1
-3.5,-3.4,1
-3.4,-3.4,1
-3.3,-3.4,1
-3.2,-3.4,1
-3.1,-3.4,1.00000000000003
-3,-3.4,1.0000000000002
-2.9,-3.4,1.0000000000014
-2.8,-3.4,1.00000000000934
-2.7,-3.4,1.0000000000584
-2.6,-3.4,1.0000000003417
-2.5,-3.4,1.00000000187046
-2.4,-3.4,1.00000000957845
-2.3,-3.4,1.00000004588703
-2.2,-3.4,1.00000020565139
-2.1,-3.4,1.0000008622246
-2,-3.4,1.00000338186449
-1.9,-3.4,1.0000124090641
-1.8,-3.4,1.00004259600694
-1.7,-3.4,1.00013678730234
-1.6,-3.4,1.00041093176621
-1.5,-3.4,1.00115489015563
-1.4,-3.4,1.00303639787333
-1.3,-3.4,1.00746833365595
-1.2,-3.4,1.01718445568749
-1.1,-3.4,1.03699089875413
-1,-3.4,1.0744905225179
-0.9,-3.4,1.14033118499902
-0.8,-3.4,1.24731724439516
-0.7,-3.4,1.40775720144524
-0.6,-3.4,1.62892073803771
-0.5,-3.4,1.90748034070393
-0.4,-3.4,2.22497033060127
-0.3,-3.4,2.54689540394867
-0.2,-3.4,2.82744099306877
-0.0999999999999996,-3.4,3.01963464003889
0,-3.4,3.08809038541895
0.1,-3.4,3.01963464003889
0.2,-3.4,2.82744099306877
0.3,-3.4,2.54689540394867
