6.0792e-05,9.979e-05,5.0817e-05,8.7867e-05,0.00015905,6.9568e-05,0.0001103,5.5452e-05,0.00014155,0.00013949,3.7391e-05,0.00016195,9.7745e-05,2.3083e-05,7.8709e-05,6.8594e-05,0.00011261,0.00017165,7.234e-05,4.3141e-05,5.4963e-05,6.0759e-05,9.8165e-05,0.00014754,0.00012059,4.8408e-05,0.00016836,2.7252e-05,0.0001991,6.7949e-05,0.00016864,0.00017518,9.255e-05,0.00013524,0.00019821,0.00017894,6.5499e-05,7.4845e-05,0.00010837,7.3196e-05,0.00018713,0.00024624,7.9498e-05,0.00017715,0.00018566,0.00021133,5.887e-05,0.00012548,0.00019225,0.00014017,0.00017504,0.00018423,9.0824e-05,0.00010319,0.00012844,0.00018446,5.3479e-05,9.328e-05,0.0001084,0.00011223,0.00020588,0.00018798,5.0998e-05,5.2613e-05,6.2197e-05,5.0192e-05,0.0001991,5.519e-05,0.00011028,4.1921e-05,0.00019738,8.8467e-05,0.0001746,0.0001414,0.00013653,0.00013505,0.000115,0.00024217,0.00026733,0.00022979,0.00010333,0.00018907,0.00026631,0.00015062,0.00018481,0.00017499,0.0003806,0.00015911,0.00026352,0.000176,0.00019549,0.00019575,0.0003455,0.0004332,0.00043066,0.00030496,0.00023907,0.00020371,0.00044206,0.00010305
0.00013516,5.3629e-05,0.00013604,8.0919e-05,0.00013683,5.1274e-05,7.7262e-05,7.416e-05,5.4789e-05,7.1602e-05,4.0618e-05,0.00010437,0.00011648,0.00016084,5.4172e-05,0.0001479,3.0394e-05,4.3782e-05,0.00011252,0.00012991,7.6426e-05,3.819e-05,0.00011523,0.00016483,4.0388e-05,0.00017715,0.00010978,0.00017818,6.1836e-05,0.00013912,0.00012053,0.00012548,4.3459e-05,5.5965e-05,0.0001059,0.00016845,0.00014367,0.00020416,0.00017343,0.00016866,0.00020646,0.00021869,6.3716e-05,0.00022319,0.00020905,0.00012273,0.00018768,0.0002067,5.6508e-05,0.00024764,0.00012421,0.00013844,0.00011742,0.00018443,0.00015065,0.00013639,0.00017738,8.0799e-05,5.2802e-05,0.00019532,0.00017904,6.9037e-05,0.00015909,0.00022612,0.00011776,0.00017818,0.00012417,8.5617e-05,0.00011191,0.0001165,0.00017851,0.00012313,5.6744e-05,0.00010072,0.00017466,1.3821e-05,7.7122e-05,5.9887e-05,0.00014326,0.00024461,0.00025092,0.00018102,0.00015088,0.00020644,0.000179,0.00020309,0.00015273,0.00012799,0.00026138,0.0002854,0.000163,0.00029281,0.00033511,0.00042446,0.00038114,0.00038377,0.00019315,0.00015336,0.00041391,9.5457e-05
4.0627e-05,0.0001484,2.1261e-05,0.00014836,3.9188e-05,2.8447e-05,0.00011848,0.00015902,8.7094e-05,9.5799e-05,0.00016001,4.1155e-05,0.00011649,0.00011906,8.5962e-05,7.9855e-05,0.00018795,0.00010055,0.00017812,0.00018242,0.0001416,4.8651e-05,0.00012187,0.00021263,3.2276e-05,0.0001722,0.00011026,9.7711e-05,0.0001608,0.00018894,0.00011969,5.3033e-05,7.1556e-05,0.00011412,5.8329e-05,6.4504e-05,5.445e-05,0.00020125,6.2364e-05,0.00020895,0.00022149,0.00013967,0.00014168,0.00022254,0.00014852,8.0777e-05,7.8563e-05,0.00011406,0.00025749,0.00011731,0.00023919,0.00016447,0.00015693,0.00023493,6.2704e-05,0.00017052,9.7019e-05,0.00021009,0.00013027,7.1723e-05,0.00016643,0.00025092,0.00011585,2.7806e-05,9.9133e-05,0.00012444,4.0822e-06,0.00014498,8.9893e-05,0.00015608,5.9308e-05,0.00010929,0.00011099,0.00018775,0.00016995,0.00022078,9.4112e-05,0.00017095,0.0003171,0.00029602,0.00017265,0.00015266,5.0339e-05,0.00020848,7.4998e-05,0.00039657,0.00024991,0.00030398,0.00032738,0.00028175,4.1847e-05,0.00033946,0.00030438,0.00029518,0.00031819,0.00039646,0.00015832,0.00015027,0.00032786,0.00015801
8.9271e-05,4.8117e-05,9.6762e-05,2.6933e-05,9.5755e-05,0.00013625,5.6423e-05,0.00010696,7.4568e-05,0.0001387,0.00012985,6.0185e-05,4.0614e-05,5.853e-05,0.00012792,4.8079e-05,0.00011178,0.00013783,2.2868e-05,8.2232e-05,0.00016082,0.00018641,7.1096e-05,0.00013862,0.00010613,0.00012859,0.00019162,0.00015881,7.311e-05,4.9639e-05,3.4132e-05,8.2316e-05,0.00010262,3.4784e-05,0.00019336,0.00013198,0.00019341,0.00017722,7.5078e-05,4.178e-05,0.00027021,0.00025175,0.00011647,0.00024272,0.00017644,0.00014475,0.00021934,0.00012793,0.00014507,0.00025574,0.00018675,0.00010852,0.00011488,0.00011462,2.5364e-05,0.00015591,0.00017785,9.1325e-05,0.00010146,0.0001217,0.00015472,0.00010683,6.4869e-05,5.7092e-05,0.00014934,0.00010699,7.569e-05,0.0001708,5.0695e-05,0.00011517,0.00013267,0.00020269,0.00013633,9.8812e-05,0.00015635,0.00015062,0.00010635,8.4385e-05,0.00016744,0.00028432,0.000299,0.00037659,0.00031455,0.00015554,0.0004447,0.00015322,6.7507e-05,0.00023133,0.00018479,0.00029097,0.00016103,0.00029494,0.0003759,0.00030187,0.00035156,0.00034627,0.00025421,0.00018305,0.00029437,0.00026446
5.3798e-05,0.00010325,0.00012325,0.00013413,8.97e-05,0.00021963,6.86e-05,4.5576e-05,9.6776e-05,0.00010677,2.9632e-05,0.00016083,0.00010037,9.6718e-05,0.00014062,4.2725e-05,9.0048e-05,0.00011366,8.3173e-05,0.00014574,6.0935e-05,0.00012151,7.3693e-05,0.00016588,0.00010264,8.7901e-05,0.00012507,0.00018856,0.00016793,0.00021852,0.00020561,0.00010604,0.00010896,9.4923e-05,0.00013884,0.0002634,6.114e-05,0.00017741,0.00016679,5.0807e-05,0.00013163,0.00013959,0.00010034,0.00013972,6.3772e-05,0.00023333,0.00030941,0.00013405,5.4834e-05,1.7497e-05,5.8574e-05,0.00020728,0.00031666,0.00026754,9.8744e-05,0.00014166,0.00027927,0.00026271,0.00010243,0.00017176,0.00017521,9.4921e-05,3.2694e-05,0.00024191,3.651e-05,8.7558e-05,0.00010856,0.00010338,9.589e-05,7.9464e-05,0.00018285,0.00015799,9.3288e-05,7.8295e-05,0.00024582,0.00018682,0.00017858,9.4495e-05,0.00035095,0.00026116,4.5681e-05,8.9474e-05,0.00024661,0.00039011,0.00012896,0.00025325,0.00025565,0.00039193,0.00014054,0.00041287,0.00019245,0.00022627,0.00044893,0.00045742,0.00043906,0.0003369,0.00036774,0.00020824,0.0003462,0.00033595
3.6675e-05,0.0001544,4.806e-05,0.00022177,6.3235e-05,0.00016228,0.00012066,9.6767e-05,0.00014322,0.00013326,0.0001209,0.00019704,8.981e-05,0.00012271,0.00013499,0.00010559,8.7571e-05,0.00019209,0.00014904,0.000139,0.00019236,5.978e-05,0.00018186,0.00015221,0.00011659,8.1826e-05,4.2037e-05,0.0001057,6.2535e-05,5.0646e-05,0.00021751,0.00022476,7.8651e-05,0.00014868,0.00017813,7.4679e-05,0.0001292,7.6615e-05,0.00012066,3.9053e-05,0.00017816,0.00014561,0.00022863,0.00020025,0.00013949,0.00031654,0.00010992,0.00011173,0.00022373,0.00011381,0.00013389,0.00016467,0.00010268,5.2271e-05,3.5957e-05,8.7196e-05,0.00010678,0.00013697,0.00016549,0.00011137,8.9609e-05,0.0002745,0.00017259,0.00011345,6.4107e-06,0.00019401,0.00010948,5.9368e-05,0.00013126,9.1804e-05,0.00012026,7.6129e-05,0.0002199,8.4201e-05,0.00010999,8.851e-05,8.9539e-05,0.00019043,0.00015451,0.00019372,0.00011156,4.6698e-05,6.3817e-05,0.00011574,0.00024086,0.00013709,0.00025737,0.00041167,0.00017788,0.00044249,0.00014364,0.00025468,0.00042714,0.00054537,0.00050603,0.00040395,0.00042588,0.00020131,0.00042574,0.00033818
0.00012122,0.0001607,5.9015e-05,0.00019181,5.5425e-05,5.1869e-05,5.2028e-05,0.0001992,0.00017994,0.00017824,0.00014087,0.00016001,4.0623e-05,0.00017103,0.00014042,0.00015108,1.5263e-05,6.7623e-05,6.2953e-05,0.00010244,0.00017567,0.00021375,0.00020976,8.8657e-05,0.00011181,7.4138e-05,0.00012319,0.00013528,0.00019683,0.00022632,4.1153e-05,0.00022972,0.00018543,0.00015247,0.00022801,0.00014513,0.00024162,0.00015781,0.00016319,9.5876e-05,0.00018266,0.00016165,0.00017838,0.00010454,0.00011269,0.00011749,6.758e-05,0.00024687,0.00013097,0.00030497,0.00016543,0.00017203,0.00016292,2.7088e-05,5.4518e-05,6.4032e-05,8.6867e-05,6.1745e-05,1.5693e-05,0.0001185,0.00020214,0.00019786,0.00013633,0.00011653,0.00021664,0.00015969,6.5086e-05,0.00010133,0.0001616,4.2592e-05,0.00012228,0.00016376,0.00022095,3.0627e-05,9.0696e-05,0.0003152,0.00028281,3.2762e-05,0.00035819,0.00021468,0.00024846,0.00041976,0.00034432,0.00013037,0.00027002,0.00039421,0.00043471,0.0001313,0.0001815,0.00029527,0.00036489,0.00024902,0.00036369,0.00050975,0.00051031,0.00045472,0.00040783,0.00017848,0.00048838,0.00028211
0.00019478,0.00018709,6.0781e-05,0.00014435,0.00015849,1.217e-05,0.00012771,0.00016116,0.00026773,0.00011644,9.3157e-05,0.00016791,8.3052e-05,0.00021141,0.00016866,0.00017141,5.1113e-05,0.00012166,0.00013066,0.00012771,0.00024614,0.000228,4.2575e-05,9.3519e-05,7.9694e-05,0.00012715,0.00015232,0.00021851,0.00016247,0.00011546,0.00025524,6.1627e-05,0.00025833,9.3186e-05,0.00021316,0.00016707,0.00010766,8.196e-05,0.00028485,0.00011018,0.00015846,4.3435e-05,0.00029293,0.00012903,0.00022717,0.0001721,9.0003e-05,6.5191e-05,0.00024991,7.2157e-05,0.00015118,0.00016532,0.00013625,0.00028815,9.3354e-05,0.000151,9.9086e-05,0.00022264,0.0002462,0.00018138,9.4132e-05,8.1776e-05,2.3163e-05,0.00015631,0.00019685,0.00015716,0.00014371,0.00011332,0.00016191,8.2402e-05,0.00021375,6.6562e-05,3.828e-05,0.00024575,9.6952e-05,9.0467e-05,0.00021916,0.0001435,0.00023734,7.3323e-05,0.00027807,0.00024737,0.00030547,0.00050467,0.00045317,0.00032937,0.00036732,0.00027274,0.00046991,0.00027891,0.00054474,9.7224e-05,0.00035775,0.00041111,0.00044566,0.00043002,0.00032279,0.00021321,0.00051092,0.00022202
0.00016459,0.00010109,0.00015576,0.00012369,0.00011665,5.3429e-05,8.7394e-05,0.00024502,0.00015984,0.00014826,0.00019026,0.00027457,0.00016241,0.0001922,0.00022614,0.00017497,0.00010073,0.00022636,0.00010634,0.00024673,0.00012475,0.00015024,0.00013168,9.3791e-05,0.0001275,0.00016376,0.00021718,0.00013716,0.00011027,0.00023582,0.00018313,0.00013367,0.00023283,6.5952e-05,0.00013832,0.00016747,0.00028099,0.00012671,0.00014049,4.0004e-05,0.00015162,0.00011345,0.00016075,0.00028167,0.00012616,0.00017506,0.0001116,0.00018048,0.00017232,0.00029483,4.2832e-05,0.00017074,6.3567e-05,0.00017189,0.00032395,9.1272e-05,8.1234e-05,0.00024952,0.00024645,0.00012058,2.5294e-05,3.5861e-05,7.7714e-05,0.00014273,3.6644e-05,8.3151e-05,0.00014206,0.00013474,0.0001022,0.0002092,0.00018481,0.00015169,0.00021824,0.00011307,9.0542e-05,0.00010962,0.00010316,0.00023699,0.00023663,0.00014441,0.0003175,0.00037786,0.0002397,8.9508e-05,0.00018376,0.0002758,0.00019476,0.00021401,0.00053583,0.00028243,0.00049715,0.00025377,0.00032842,0.00038453,0.00036641,0.00035477,0.00022648,0.00030424,0.00048875,0.00020875
0.00017567,0.00010226,0.00011084,0.00015024,0.00010186,4.6532e-05,0.00014685,0.00014393,0.00024203,0.0001261,0.00013624,0.00023376,0.00020418,6.347e-05,0.00028081,0.0001396,0.00012946,0.00024528,0.00010169,0.0001823,0.000299,0.00012924,0.00014079,0.00017652,5.2422e-05,0.00020977,0.0001873,0.00012388,0.0001503,8.9382e-05,0.00019414,0.00030503,0.00014208,7.7813e-05,9.6929e-05,0.00013274,0.00019928,0.00010612,0.0002034,0.00017867,0.0001145,0.00018295,5.3935e-05,0.00011762,7.1034e-05,0.00011682,0.00010308,8.4121e-05,9.1906e-05,0.00012875,4.2401e-05,0.00013134,0.00010459,0.00020263,8.5024e-05,0.00016948,0.00023882,0.00020522,5.0141e-05,0.00029549,0.00023358,9.8236e-05,7.7378e-05,0.00014962,0.00010157,9.1062e-05,0.00022705,0.00018848,3.6749e-05,0.00025652,3.8683e-05,0.00024963,0.00011993,0.00022368,0.00019804,0.00025372,0.00012159,0.00019851,0.00034823,0.00013058,0.00049568,2.9172e-05,0.00031659,0.00037892,0.00023183,0.0003989,0.00043834,0.00049662,0.00033909,0.00023355,0.00038137,0.00050044,0.00016927,0.00040086,0.00035047,0.00032282,0.00021414,0.00037344,0.00045017,0.0001966
